trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
103,False,"{'a': 0.2, 'e': 0.3570069605691474}",30,0,-99.74822073365843,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
104,False,"{'a': 0.2, 'e': 0.35345468195878016}",25,0,-2.662534167178099,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
105,False,"{'a': 0.2, 'e': 0.3499377491111553}",30,4,-120.29095971633684,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 3}",1
106,False,"{'a': 0.2, 'e': 0.3464558103300574}",20,0,-21.149072409865713,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
107,False,"{'a': 0.2, 'e': 0.34300851741870664}",25,3,-29.129966208059447,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
108,False,"{'a': 0.2, 'e': 0.3395955256449391}",25,0,15.618397395559375,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
109,False,"{'a': 0.2, 'e': 0.3362164937067333}",20,1,20.692595765854957,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.2, 'e': 0.33287108369807955}",25,5,-56.087878423272535,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
111,False,"{'a': 0.2, 'e': 0.32955896107518906}",30,20,-0.2625020542209855,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.2, 'e': 0.32627979462303947}",30,0,-129.45659554239782,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
113,False,"{'a': 0.2, 'e': 0.3230332564222529}",30,4,-106.86453822071046,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 2}",1
114,False,"{'a': 0.2, 'e': 0.31981902181630384}",25,7,7.651090773698411,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
115,False,"{'a': 0.2, 'e': 0.31663676937905316}",20,11,-5.043312461818148,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
116,False,"{'a': 0.2, 'e': 0.3134861808826053}",25,0,-53.65662147262322,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
117,False,"{'a': 0.2, 'e': 0.31036694126548503}",20,12,18.323469907354465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.2, 'e': 0.30727873860113125}",30,13,-17.640978117576875,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
119,False,"{'a': 0.2, 'e': 0.3042212640667041}",20,0,7.699809223414942,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.2, 'e': 0.30119421191220214}",30,0,-61.87908725159503,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
121,False,"{'a': 0.2, 'e': 0.2981972794298874}",35,21,-11.539513988192832,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.2, 'e': 0.2952301669240142}",20,10,-38.062075869934276,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
123,False,"{'a': 0.2, 'e': 0.2922925776808594}",25,0,-67.7737584095473,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
124,False,"{'a': 0.2, 'e': 0.2893842179390506}",25,0,-5.48552908662897,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
125,False,"{'a': 0.2, 'e': 0.2865047968601901}",20,0,24.621813748114786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
126,False,"{'a': 0.2, 'e': 0.2836540264997704}",20,1,13.722233523823578,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.2, 'e': 0.2808316217783798}",25,17,11.480054828336394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.2, 'e': 0.27803730045319414}",25,10,-26.68146051046239,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
129,False,"{'a': 0.2, 'e': 0.27527078308975234}",25,18,0.36287118021828024,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.2, 'e': 0.2725317930340126}",25,13,2.941279581517093,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.2, 'e': 0.2698200563846868}",25,0,24.716002525200018,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
132,False,"{'a': 0.2, 'e': 0.26713530196585034}",20,0,-44.80642516390714,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
133,False,"{'a': 0.2, 'e': 0.26447726129982396}",20,7,-13.490420440946822,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
